,SerialNumber,BoardId,DateTime,GId,Vac1,Vac2,Vac3,Iac1,Iac2,Iac3,Freq,Pac(W),Qac,CosPhi,Vdc1,Idc1,Pdc1,PacGrid,Energy(kWh)
0,380118000000,1DM182814A38,2019-05-01 06:15:00,GINASIO / INVERSOR A,131.95,131.62,132.06,0.0,0.0,0.0,59.99,0.0,0.0,0.0,660.27,0.0,0.0,0,0.0
1,380118000000,1DM182814A38,2019-05-01 06:30:00,GINASIO / INVERSOR A,132.36,132.06,132.45,0.0,0.0,0.0,60.0,0.0,0.0,0.0,806.2,0.0,0.0,0,0.0
2,380118000000,1DM182814A38,2019-05-01 06:45:00,GINASIO / INVERSOR A,132.34,132.03,132.49,0.0,0.0,0.0,60.0,0.0,0.0,0.0,874.4,0.0,0.0,0,0.0
3,380118000000,1DM182814A38,2019-05-01 07:00:00,GINASIO / INVERSOR A,132.26,131.98,132.41,0.0,0.0,0.0,59.99,0.0,0.0,0.0,891.11,0.0,0.0,0,0.0
4,380118000000,1DM182814A38,2019-05-01 07:15:00,GINASIO / INVERSOR A,131.96,131.69,132.12,0.0,0.0,0.0,59.99,0.0,0.0,0.0,901.21,0.0,0.0,0,0.0
5,380118000000,1DM182814A38,2019-05-01 07:30:00,GINASIO / INVERSOR A,131.1,130.87,131.3,0.0,0.0,0.0,59.99,0.0,0.0,0.0,913.55,0.0,0.0,0,0.0
6,380118000000,1DM182814A38,2019-05-01 07:45:00,GINASIO / INVERSOR A,131.03,130.81,131.21,0.0,0.0,0.0,59.99,0.0,0.0,0.0,908.49,0.0,0.0,0,0.0
7,380118000000,1DM182814A38,2019-05-01 08:00:00,GINASIO / INVERSOR A,130.98,130.76,131.16,0.0,0.0,0.0,59.99,0.0,0.0,0.0,903.73,0.0,0.0,0,0.0
8,380118000000,1DM182814A38,2019-05-01 08:15:00,GINASIO / INVERSOR A,131.11,130.91,131.26,0.0,0.0,0.0,59.97,0.0,0.0,0.0,905.85,0.0,0.0,0,0.0
9,380118000000,1DM182814A38,2019-05-01 08:30:00,GINASIO / INVERSOR A,132.29,132.07,132.47,0.0,0.0,0.0,60.01,0.0,0.0,0.0,919.03,0.0,0.0,0,0.0
10,380118000000,1DM182814A38,2019-05-01 08:45:00,GINASIO / INVERSOR A,132.03,131.86,132.19,0.0,0.0,0.0,59.99,0.0,0.0,0.0,915.7,0.0,0.0,0,0.0
11,380118000000,1DM182814A38,2019-05-01 09:00:00,GINASIO / INVERSOR A,131.67,131.51,131.84,0.0,0.0,0.0,59.98,0.0,0.0,0.0,910.61,0.0,0.0,0,0.0
12,380118000000,1DM182814A38,2019-05-01 09:15:00,GINASIO / INVERSOR A,131.13,130.99,131.32,0.0,0.0,0.0,59.98,0.0,0.0,0.0,889.91,0.0,0.0,0,0.0
13,380118000000,1DM182814A38,2019-05-01 09:30:00,GINASIO / INVERSOR A,131.58,131.43,131.79,0.0,0.0,0.0,60.01,0.0,0.0,0.0,908.74,0.0,0.0,0,0.0
14,380118000000,1DM182814A38,2019-05-01 09:45:00,GINASIO / INVERSOR A,131.4,131.2,131.56,0.0,0.0,0.0,60.0,0.0,0.0,0.0,894.66,0.0,0.0,0,0.0
15,380118000000,1DM182814A38,2019-05-01 10:00:00,GINASIO / INVERSOR A,131.55,131.38,131.7,0.0,0.0,0.0,59.99,0.0,0.0,0.0,892.17,0.0,0.0,0,0.0
16,380118000000,1DM182814A38,2019-05-01 10:15:00,GINASIO / INVERSOR A,131.34,131.18,131.49,0.0,0.0,0.0,59.98,0.0,0.0,0.0,885.11,0.0,0.0,0,0.0
17,380118000000,1DM182814A38,2019-05-01 10:30:00,GINASIO / INVERSOR A,131.16,131.0,131.28,0.0,0.0,0.0,59.97,0.0,0.0,0.0,888.8,0.0,0.0,0,0.0
18,380118000000,1DM182814A38,2019-05-01 10:45:00,GINASIO / INVERSOR A,131.67,131.52,131.8,0.0,0.0,0.0,60.01,0.0,0.0,0.0,874.25,0.0,0.0,0,0.0
19,380118000000,1DM182814A38,2019-05-01 11:00:00,GINASIO / INVERSOR A,131.29,131.15,131.39,0.0,0.0,0.0,60.01,0.0,0.0,0.0,890.63,0.0,0.0,0,0.0
20,380118000000,1DM182814A38,2019-05-01 11:15:00,GINASIO / INVERSOR A,130.83,130.71,130.95,0.0,0.0,0.0,59.99,0.0,0.0,0.0,869.3,0.0,0.0,0,0.0
21,380118000000,1DM182814A38,2019-05-01 11:30:00,GINASIO / INVERSOR A,131.48,131.32,131.55,0.0,0.0,0.0,60.0,0.0,0.0,0.0,882.4,0.0,0.0,0,0.0
22,380118000000,1DM182814A38,2019-05-01 11:45:00,GINASIO / INVERSOR A,131.4,131.28,131.54,0.0,0.0,0.0,60.01,0.0,0.0,0.0,887.01,0.0,0.0,0,0.0
23,380118000000,1DM182814A38,2019-05-01 12:00:00,GINASIO / INVERSOR A,131.38,131.23,131.48,0.0,0.0,0.0,60.01,0.0,0.0,0.0,871.44,0.0,0.0,0,0.0
24,380118000000,1DM182814A38,2019-05-01 12:15:00,GINASIO / INVERSOR A,131.22,131.1,131.34,0.0,0.0,0.0,60.0,0.0,0.0,0.0,882.99,0.0,0.0,0,0.0
25,380118000000,1DM182814A38,2019-05-01 12:30:00,GINASIO / INVERSOR A,131.27,131.12,131.43,0.0,0.0,0.0,60.0,0.0,0.0,0.0,876.03,0.0,0.0,0,0.0
26,380118000000,1DM182814A38,2019-05-01 12:45:00,GINASIO / INVERSOR A,131.05,130.91,131.16,0.0,0.0,0.0,60.0,0.0,0.0,0.0,878.92,0.0,0.0,0,0.0
27,380118000000,1DM182814A38,2019-05-01 13:00:00,GINASIO / INVERSOR A,130.9,130.76,130.99,0.0,0.0,0.0,59.98,0.0,0.0,0.0,871.57,0.0,0.0,0,0.0
28,380118000000,1DM182814A38,2019-05-01 13:15:00,GINASIO / INVERSOR A,130.78,130.63,130.9,0.0,0.0,0.0,60.0,0.0,0.0,0.0,874.05,0.0,0.0,0,0.0
29,380118000000,1DM182814A38,2019-05-01 13:30:00,GINASIO / INVERSOR A,130.82,130.68,130.93,0.0,0.0,0.0,60.01,0.0,0.0,0.0,872.29,0.0,0.0,0,0.0
30,380118000000,1DM182814A38,2019-05-01 13:45:00,GINASIO / INVERSOR A,130.96,130.81,131.08,0.0,0.0,0.0,60.01,0.0,0.0,0.0,875.79,0.0,0.0,0,0.0
31,380118000000,1DM182814A38,2019-05-01 14:00:00,GINASIO / INVERSOR A,131.0,130.82,131.09,0.0,0.0,0.0,60.0,0.0,0.0,0.0,874.95,0.0,0.0,0,0.0
32,380118000000,1DM182814A38,2019-05-01 14:15:00,GINASIO / INVERSOR A,131.0,130.84,131.12,0.0,0.0,0.0,60.0,0.0,0.0,0.0,866.77,0.0,0.0,0,0.0
33,380118000000,1DM182814A38,2019-05-01 14:30:00,GINASIO / INVERSOR A,130.94,130.76,131.05,0.0,0.0,0.0,60.01,0.0,0.0,0.0,884.56,0.0,0.0,0,0.0
34,380118000000,1DM182814A38,2019-05-01 14:45:00,GINASIO / INVERSOR A,131.17,131.04,131.26,0.0,0.0,0.0,60.0,0.0,0.0,0.0,890.08,0.0,0.0,0,0.0
35,380118000000,1DM182814A38,2019-05-01 15:00:00,GINASIO / INVERSOR A,130.85,130.66,130.96,0.0,0.0,0.0,59.98,0.0,0.0,0.0,883.23,0.0,0.0,0,0.0
36,380118000000,1DM182814A38,2019-05-01 15:15:00,GINASIO / INVERSOR A,130.75,130.6,130.9,0.0,0.0,0.0,59.98,0.0,0.0,0.0,882.95,0.0,0.0,0,0.0
37,380118000000,1DM182814A38,2019-05-01 15:30:00,GINASIO / INVERSOR A,130.92,130.75,131.03,0.0,0.0,0.0,60.01,0.0,0.0,0.0,879.9,0.0,0.0,0,0.0
38,380118000000,1DM182814A38,2019-05-01 15:45:00,GINASIO / INVERSOR A,131.04,130.92,131.17,0.0,0.0,0.0,60.0,0.0,0.0,0.0,881.27,0.0,0.0,0,0.0
39,380118000000,1DM182814A38,2019-05-01 16:00:00,GINASIO / INVERSOR A,130.99,130.85,131.12,0.0,0.0,0.0,60.01,0.0,0.0,0.0,875.88,0.0,0.0,0,0.0
40,380118000000,1DM182814A38,2019-05-01 16:15:00,GINASIO / INVERSOR A,130.99,130.84,131.11,0.0,0.0,0.0,59.99,0.0,0.0,0.0,865.07,0.0,0.0,0,0.0
41,380118000000,1DM182814A38,2019-05-01 16:30:00,GINASIO / INVERSOR A,130.94,130.78,131.05,0.0,0.0,0.0,60.01,0.0,0.0,0.0,866.4,0.0,0.0,0,0.0
42,380118000000,1DM182814A38,2019-05-01 16:45:00,GINASIO / INVERSOR A,131.18,131.01,131.31,0.0,0.0,0.0,59.98,0.0,0.0,0.0,858.42,0.0,0.0,0,0.0
43,380118000000,1DM182814A38,2019-05-01 17:00:00,GINASIO / INVERSOR A,131.43,131.28,131.53,0.0,0.0,0.0,59.99,0.0,0.0,0.0,835.64,0.0,0.0,0,0.0
44,380118000000,1DM182814A38,2019-05-01 17:15:00,GINASIO / INVERSOR A,131.74,131.52,131.83,0.0,0.0,0.0,59.98,0.0,0.0,0.0,810.6,0.0,0.0,0,0.0
45,380118000000,1DM182814A38,2019-05-01 17:30:00,GINASIO / INVERSOR A,131.79,131.56,131.9,0.0,0.0,0.0,59.95,0.0,0.0,0.0,796.4,0.0,0.0,0,0.0
46,380118000000,1DM182814A38,2019-05-01 17:45:00,GINASIO / INVERSOR A,130.53,130.32,130.57,0.0,0.0,0.0,59.93,0.0,0.0,0.0,624.55,0.0,0.0,0,0.0
47,380118000000,1DM182814A38,2019-05-02 06:15:00,GINASIO / INVERSOR A,131.69,131.18,131.82,0.0,0.0,0.0,60.01,0.0,0.0,0.0,587.91,0.0,0.0,0,0.0
48,380118000000,1DM182814A38,2019-05-02 06:30:00,GINASIO / INVERSOR A,131.64,131.09,131.75,0.0,0.0,0.0,60.0,0.0,0.0,0.0,727.84,0.0,0.0,0,0.0
49,380118000000,1DM182814A38,2019-05-02 06:45:00,GINASIO / INVERSOR A,132.56,132.01,132.75,0.0,0.0,0.0,60.01,0.0,0.0,0.0,808.11,0.0,0.0,0,0.0
50,380118000000,1DM182814A38,2019-05-02 07:00:00,GINASIO / INVERSOR A,132.17,131.58,132.29,0.0,0.0,0.0,59.99,0.0,0.0,0.0,844.25,0.0,0.0,0,0.0
51,380118000000,1DM182814A38,2019-05-02 07:15:00,GINASIO / INVERSOR A,132.58,132.01,132.68,0.0,0.0,0.0,59.99,0.0,0.0,0.0,872.09,0.0,0.0,0,0.0
52,380118000000,1DM182814A38,2019-05-02 07:30:00,GINASIO / INVERSOR A,131.87,131.37,132.06,0.0,0.0,0.0,59.99,0.0,0.0,0.0,882.47,0.0,0.0,0,0.0
53,380118000000,1DM182814A38,2019-05-02 07:45:00,GINASIO / INVERSOR A,131.73,131.23,131.87,0.0,0.0,0.0,60.01,0.0,0.0,0.0,882.0,0.0,0.0,0,0.0
54,380118000000,1DM182814A38,2019-05-02 08:00:00,GINASIO / INVERSOR A,131.02,130.54,131.17,0.0,0.0,0.0,59.99,0.0,0.0,0.0,883.31,0.0,0.0,0,0.0
55,380118000000,1DM182814A38,2019-05-02 08:15:00,GINASIO / INVERSOR A,130.2,129.67,130.37,0.0,0.0,0.0,59.98,0.0,0.0,0.0,895.4,0.0,0.0,0,0.0
56,380118000000,1DM182814A38,2019-05-02 08:30:00,GINASIO / INVERSOR A,129.61,128.98,129.77,0.0,0.0,0.0,60.01,0.0,0.0,0.0,896.26,0.0,0.0,0,0.0
57,380118000000,1DM182814A38,2019-05-02 08:45:00,GINASIO / INVERSOR A,129.4,128.73,129.51,0.0,0.0,0.0,59.99,0.0,0.0,0.0,890.51,0.0,0.0,0,0.0
58,380118000000,1DM182814A38,2019-05-02 09:00:00,GINASIO / INVERSOR A,129.17,128.5,129.3,0.0,0.0,0.0,59.99,0.0,0.0,0.0,890.07,0.0,0.0,0,0.0
59,380118000000,1DM182814A38,2019-05-02 09:15:00,GINASIO / INVERSOR A,129.24,128.56,129.36,0.0,0.0,0.0,60.0,0.0,0.0,0.0,889.8,0.0,0.0,0,0.0
60,380118000000,1DM182814A38,2019-05-02 09:30:00,GINASIO / INVERSOR A,129.23,128.53,129.39,0.0,0.0,0.0,60.01,0.0,0.0,0.0,890.35,0.0,0.0,0,0.0
61,380118000000,1DM182814A38,2019-05-02 09:45:00,GINASIO / INVERSOR A,129.21,128.57,129.33,0.0,0.0,0.0,60.0,0.0,0.0,0.0,885.78,0.0,0.0,0,0.0
62,380118000000,1DM182814A38,2019-05-02 10:00:00,GINASIO / INVERSOR A,128.98,128.4,129.17,0.0,0.0,0.0,59.99,0.0,0.0,0.0,896.43,0.0,0.0,0,0.0
63,380118000000,1DM182814A38,2019-05-02 10:15:00,GINASIO / INVERSOR A,129.05,128.43,129.19,0.0,0.0,0.0,59.98,0.0,0.0,0.0,901.35,0.0,0.0,0,0.0
64,380118000000,1DM182814A38,2019-05-02 10:30:00,GINASIO / INVERSOR A,128.99,128.38,129.23,0.0,0.0,0.0,60.0,0.0,0.0,0.0,886.23,0.0,0.0,0,0.0
65,380118000000,1DM182814A38,2019-05-02 10:45:00,GINASIO / INVERSOR A,128.81,128.22,128.95,0.0,0.0,0.0,59.99,0.0,0.0,0.0,881.11,0.0,0.0,0,0.0
66,380118000000,1DM182814A38,2019-05-02 11:00:00,GINASIO / INVERSOR A,128.92,128.29,129.1,0.0,0.0,0.0,60.0,0.0,0.0,0.0,889.21,0.0,0.0,0,0.0
67,380118000000,1DM182814A38,2019-05-02 11:15:00,GINASIO / INVERSOR A,128.84,128.16,129.04,0.0,0.0,0.0,59.99,0.0,0.0,0.0,874.3,0.0,0.0,0,0.0
68,380118000000,1DM182814A38,2019-05-02 11:30:00,GINASIO / INVERSOR A,128.94,128.3,129.12,0.0,0.0,0.0,60.0,0.0,0.0,0.0,878.27,0.0,0.0,0,0.0
69,380118000000,1DM182814A38,2019-05-02 11:45:00,GINASIO / INVERSOR A,129.38,128.76,129.57,0.0,0.0,0.0,60.02,0.0,0.0,0.0,881.38,0.0,0.0,0,0.0
70,380118000000,1DM182814A38,2019-05-02 12:00:00,GINASIO / INVERSOR A,129.49,128.85,129.68,0.0,0.0,0.0,60.0,0.0,0.0,0.0,878.45,0.0,0.0,0,0.0
71,380118000000,1DM182814A38,2019-05-02 12:15:00,GINASIO / INVERSOR A,129.4,128.81,129.54,0.0,0.0,0.0,59.99,0.0,0.0,0.0,889.43,0.0,0.0,0,0.0
72,380118000000,1DM182814A38,2019-05-02 12:30:00,GINASIO / INVERSOR A,129.36,128.7,129.51,0.0,0.0,0.0,60.0,0.0,0.0,0.0,889.12,0.0,0.0,0,0.0
73,380118000000,1DM182814A38,2019-05-02 12:45:00,GINASIO / INVERSOR A,129.22,128.62,129.35,0.0,0.0,0.0,60.0,0.0,0.0,0.0,875.53,0.0,0.0,0,0.0
74,380118000000,1DM182814A38,2019-05-02 13:00:00,GINASIO / INVERSOR A,129.2,128.52,129.29,0.0,0.0,0.0,59.98,0.0,0.0,0.0,893.57,0.0,0.0,0,0.0
75,380118000000,1DM182814A38,2019-05-02 13:15:00,GINASIO / INVERSOR A,129.99,129.43,130.18,0.0,0.0,0.0,59.98,0.0,0.0,0.0,871.51,0.0,0.0,0,0.0
76,380118000000,1DM182814A38,2019-05-02 13:30:00,GINASIO / INVERSOR A,130.42,129.8,130.55,0.0,0.0,0.0,59.98,0.0,0.0,0.0,873.65,0.0,0.0,0,0.0
77,380118000000,1DM182814A38,2019-05-02 13:45:00,GINASIO / INVERSOR A,130.39,129.83,130.62,0.0,0.0,0.0,60.01,0.0,0.0,0.0,882.77,0.0,0.0,0,0.0
78,380118000000,1DM182814A38,2019-05-02 14:00:00,GINASIO / INVERSOR A,130.14,129.52,130.22,0.0,0.0,0.0,60.0,0.0,0.0,0.0,884.22,0.0,0.0,0,0.0
79,380118000000,1DM182814A38,2019-05-02 14:15:00,GINASIO / INVERSOR A,129.73,129.09,129.88,0.0,0.0,0.0,60.0,0.0,0.0,0.0,868.44,0.0,0.0,0,0.0
80,380118000000,1DM182814A38,2019-05-02 14:30:00,GINASIO / INVERSOR A,129.63,129.01,129.77,0.0,0.0,0.0,59.99,0.0,0.0,0.0,882.31,0.0,0.0,0,0.0
81,380118000000,1DM182814A38,2019-05-02 14:45:00,GINASIO / INVERSOR A,130.21,129.59,130.28,0.0,0.0,0.0,60.01,0.0,0.0,0.0,889.77,0.0,0.0,0,0.0
82,380118000000,1DM182814A38,2019-05-02 15:00:00,GINASIO / INVERSOR A,130.82,130.25,130.92,0.0,0.0,0.0,60.01,0.0,0.0,0.0,869.92,0.0,0.0,0,0.0
83,380118000000,1DM182814A38,2019-05-02 15:15:00,GINASIO / INVERSOR A,130.8,130.2,130.89,0.0,0.0,0.0,59.99,0.0,0.0,0.0,877.56,0.0,0.0,0,0.0
84,380118000000,1DM182814A38,2019-05-02 15:30:00,GINASIO / INVERSOR A,131.05,130.43,131.15,0.0,0.0,0.0,60.0,0.0,0.0,0.0,865.76,0.0,0.0,0,0.0
85,380118000000,1DM182814A38,2019-05-02 15:45:00,GINASIO / INVERSOR A,131.15,130.56,131.24,0.0,0.0,0.0,60.0,0.0,0.0,0.0,861.15,0.0,0.0,0,0.0
86,380118000000,1DM182814A38,2019-05-02 16:00:00,GINASIO / INVERSOR A,131.33,130.74,131.46,0.0,0.0,0.0,59.99,0.0,0.0,0.0,848.09,0.0,0.0,0,0.0
87,380118000000,1DM182814A38,2019-05-02 16:15:00,GINASIO / INVERSOR A,131.2,130.63,131.37,0.0,0.0,0.0,59.98,0.0,0.0,0.0,834.43,0.0,0.0,0,0.0
88,380118000000,1DM182814A38,2019-05-02 16:30:00,GINASIO / INVERSOR A,130.97,130.41,130.98,0.0,0.0,0.0,59.98,0.0,0.0,0.0,838.18,0.0,0.0,0,0.0
89,380118000000,1DM182814A38,2019-05-02 16:45:00,GINASIO / INVERSOR A,131.8,131.3,131.91,0.0,0.0,0.0,60.01,0.0,0.0,0.0,835.19,0.0,0.0,0,0.0
90,380118000000,1DM182814A38,2019-05-02 17:00:00,GINASIO / INVERSOR A,130.42,129.89,130.5,0.0,0.0,0.0,60.0,0.0,0.0,0.0,830.67,0.0,0.0,0,0.0
91,380118000000,1DM182814A38,2019-05-02 17:15:00,GINASIO / INVERSOR A,130.32,129.78,130.28,0.0,0.0,0.0,59.99,0.0,0.0,0.0,825.6,0.0,0.0,0,0.0
92,380118000000,1DM182814A38,2019-05-02 17:30:00,GINASIO / INVERSOR A,130.66,130.44,130.77,0.0,0.0,0.0,59.99,0.0,0.0,0.0,748.11,0.0,0.0,0,0.0
93,380118000000,1DM182814A38,2019-05-02 17:45:00,GINASIO / INVERSOR A,131.59,131.37,131.65,0.0,0.0,0.0,59.97,0.0,0.0,0.0,665.03,0.0,0.0,0,0.0
94,380118000000,1DM182814A38,2019-05-03 06:15:00,GINASIO / INVERSOR A,130.74,130.22,130.9,0.0,0.0,0.0,59.98,0.0,0.0,0.0,679.41,0.0,0.0,0,0.0
95,380118000000,1DM182814A38,2019-05-03 06:30:00,GINASIO / INVERSOR A,131.17,130.63,131.3,0.0,0.0,0.0,59.99,0.0,0.0,0.0,795.02,0.0,0.0,0,0.0
96,380118000000,1DM182814A38,2019-05-03 06:45:00,GINASIO / INVERSOR A,131.38,130.86,131.53,0.0,0.0,0.0,60.01,0.0,0.0,0.0,855.88,0.0,0.0,0,0.0
97,380118000000,1DM182814A38,2019-05-03 07:00:00,GINASIO / INVERSOR A,131.03,130.52,131.16,0.0,0.0,0.0,59.97,0.0,0.0,0.0,867.42,0.0,0.0,0,0.0
98,380118000000,1DM182814A38,2019-05-03 07:15:00,GINASIO / INVERSOR A,131.17,130.63,131.31,0.0,0.0,0.0,60.0,0.0,0.0,0.0,887.27,0.0,0.0,0,0.0
99,380118000000,1DM182814A38,2019-05-03 07:30:00,GINASIO / INVERSOR A,130.43,129.89,130.5,0.0,0.0,0.0,59.99,0.0,0.0,0.0,917.74,0.0,0.0,0,0.0
100,380118000000,1DM182814A38,2019-05-03 07:45:00,GINASIO / INVERSOR A,130.54,130.06,130.7,0.0,0.0,0.0,59.98,0.0,0.0,0.0,907.87,0.0,0.0,0,0.0
101,380118000000,1DM182814A38,2019-05-03 08:00:00,GINASIO / INVERSOR A,130.39,129.97,130.56,0.0,0.0,0.0,59.95,0.0,0.0,0.0,921.39,0.0,0.0,0,0.0
102,380118000000,1DM182814A38,2019-05-03 08:15:00,GINASIO / INVERSOR A,130.42,130.08,130.64,0.0,0.0,0.0,60.01,0.0,0.0,0.0,904.06,0.0,0.0,0,0.0
103,380118000000,1DM182814A38,2019-05-03 08:30:00,GINASIO / INVERSOR A,130.56,130.13,130.71,0.0,0.0,0.0,59.99,0.0,0.0,0.0,899.27,0.0,0.0,0,0.0
104,380118000000,1DM182814A38,2019-05-03 08:45:00,GINASIO / INVERSOR A,130.15,129.67,130.33,0.0,0.0,0.0,59.99,0.0,0.0,0.0,902.57,0.0,0.0,0,0.0
105,380118000000,1DM182814A38,2019-05-03 09:00:00,GINASIO / INVERSOR A,130.29,129.75,130.43,0.0,0.0,0.0,59.98,0.0,0.0,0.0,890.94,0.0,0.0,0,0.0
106,380118000000,1DM182814A38,2019-05-03 09:15:00,GINASIO / INVERSOR A,130.24,129.66,130.35,0.0,0.0,0.0,59.98,0.0,0.0,0.0,892.7,0.0,0.0,0,0.0
107,380118000000,1DM182814A38,2019-05-03 09:30:00,GINASIO / INVERSOR A,129.76,129.15,129.87,0.0,0.0,0.0,59.98,0.0,0.0,0.0,887.79,0.0,0.0,0,0.0
108,380118000000,1DM182814A38,2019-05-03 09:45:00,GINASIO / INVERSOR A,129.06,128.43,129.19,0.0,0.0,0.0,59.96,0.0,0.0,0.0,877.81,0.0,0.0,0,0.0
109,380118000000,1DM182814A38,2019-05-03 10:00:00,GINASIO / INVERSOR A,129.05,128.43,129.2,0.0,0.0,0.0,59.99,0.0,0.0,0.0,889.51,0.0,0.0,0,0.0
110,380118000000,1DM182814A38,2019-05-03 10:15:00,GINASIO / INVERSOR A,128.58,128.01,128.66,0.0,0.0,0.0,59.99,0.0,0.0,0.0,876.37,0.0,0.0,0,0.0
111,380118000000,1DM182814A38,2019-05-03 10:30:00,GINASIO / INVERSOR A,128.77,128.23,128.89,0.0,0.0,0.0,59.98,0.0,0.0,0.0,873.89,0.0,0.0,0,0.0
112,380118000000,1DM182814A38,2019-05-03 10:45:00,GINASIO / INVERSOR A,128.81,128.21,128.87,0.0,0.0,0.0,59.99,0.0,0.0,0.0,875.69,0.0,0.0,0,0.0
113,380118000000,1DM182814A38,2019-05-03 11:00:00,GINASIO / INVERSOR A,128.67,128.13,128.79,0.0,0.0,0.0,60.0,0.0,0.0,0.0,874.15,0.0,0.0,0,0.0
114,380118000000,1DM182814A38,2019-05-03 11:15:00,GINASIO / INVERSOR A,130.94,130.45,130.78,112.6,112.04,113.09,59.99,44142.65,8.03,0.05,700.92,64.89,45502.67,0,12.73
115,380118000000,1DM182814A38,2019-05-03 11:30:00,GINASIO / INVERSOR A,131.94,131.42,131.77,111.98,111.4,112.45,59.99,44239.79,6.69,0.09,706.53,64.49,45603.06,0,23.79
116,380118000000,1DM182814A38,2019-05-03 11:45:00,GINASIO / INVERSOR A,131.31,130.72,131.22,65.7,65.12,66.02,60.01,25786.6,0.92,0.05,724.87,36.71,26579.13,0,30.23
117,380118000000,1DM182814A38,2019-05-03 12:00:00,GINASIO / INVERSOR A,132.05,131.39,131.96,86.73,86.16,87.1,60.0,34264.86,7.06,0.2,735.3,48.04,35319.58,0,38.8
118,380118000000,1DM182814A38,2019-05-03 12:15:00,GINASIO / INVERSOR A,132.17,131.63,132.13,105.33,104.73,105.75,60.0,41685.44,6.42,0.1,724.53,59.3,42969.71,0,49.23
119,380118000000,1DM182814A38,2019-05-03 12:30:00,GINASIO / INVERSOR A,131.92,131.4,131.86,109.28,108.68,109.72,60.0,43182.1,8.64,0.09,712.89,62.42,44512.61,0,60.03
120,380118000000,1DM182814A38,2019-05-03 12:45:00,GINASIO / INVERSOR A,131.82,131.3,131.72,104.71,104.1,105.13,60.0,41353.07,8.02,0.21,704.47,60.49,42626.91,0,70.36
121,380118000000,1DM182814A38,2019-05-03 13:00:00,GINASIO / INVERSOR A,130.78,130.26,130.74,80.9,80.31,81.26,59.96,31675.72,6.68,0.17,727.61,44.82,32650.56,0,78.27
122,380118000000,1DM182814A38,2019-05-03 13:15:00,GINASIO / INVERSOR A,132.5,131.97,132.45,117.12,116.49,117.58,59.99,46469.13,0.65,0.07,712.01,67.28,47901.07,0,89.89
123,380118000000,1DM182814A38,2019-05-03 13:30:00,GINASIO / INVERSOR A,131.97,131.41,131.96,116.85,116.22,117.31,60.01,46177.35,9.03,0.19,701.6,67.81,47600.61,0,96.04
124,380118000000,1DM182814A38,2019-05-03 13:45:00,GINASIO / INVERSOR A,130.71,130.15,130.71,83.32,82.71,83.68,60.01,32645.48,5.95,0.05,707.01,47.39,33650.49,0,109.45
125,380118000000,1DM182814A38,2019-05-03 14:00:00,GINASIO / INVERSOR A,131.18,130.66,131.15,104.5,103.88,104.93,59.99,41042.33,6.28,0.04,721.45,58.64,42306.68,0,113.55
126,380118000000,1DM182814A38,2019-05-03 14:15:00,GINASIO / INVERSOR A,129.68,129.11,129.74,39.98,39.37,40.22,59.99,15456.28,1.57,0.08,719.43,22.11,15929.13,0,123.18
127,380118000000,1DM182814A38,2019-05-03 14:30:00,GINASIO / INVERSOR A,130.01,129.49,130.01,59.66,59.08,59.98,59.97,23187.58,0.92,0.24,737.9,32.38,23899.64,0,125.11
128,380118000000,1DM182814A38,2019-05-03 14:45:00,GINASIO / INVERSOR A,130.67,130.1,130.65,64.87,64.28,65.19,60.0,25359.47,4.54,0.08,724.8,35.99,26138.75,0,136.12
129,380118000000,1DM182814A38,2019-05-03 15:00:00,GINASIO / INVERSOR A,130.62,130.02,130.63,49.28,48.67,49.54,60.01,19228.47,2.77,0.1,735.33,26.81,19818.53,0,137.09
130,380118000000,1DM182814A38,2019-05-03 15:15:00,GINASIO / INVERSOR A,130.08,129.46,130.11,34.9,34.27,35.09,59.97,13518.05,0.91,0.03,730.23,18.97,13931.15,0,146.28
131,380118000000,1DM182814A38,2019-05-03 15:30:00,GINASIO / INVERSOR A,130.62,129.97,130.57,52.22,51.62,52.49,59.97,20361.15,2.1,-0.11,758.1,27.68,20986.25,0,146.97
132,380118000000,1DM182814A38,2019-05-03 15:45:00,GINASIO / INVERSOR A,130.49,129.82,130.53,18.06,17.4,18.12,59.99,6908.01,0.33,0.02,727.91,9.74,7116.99,0,152.1
133,380118000000,1DM182814A38,2019-05-03 16:00:00,GINASIO / INVERSOR A,130.87,130.24,130.98,21.64,20.91,21.74,60.03,8340.53,-0.17,0.1,742.37,11.57,8593.57,0,152.51
134,380118000000,1DM182814A38,2019-05-03 16:15:00,GINASIO / INVERSOR A,130.88,130.28,130.93,26.43,25.71,26.55,59.99,10236.02,1.21,0.11,748.21,14.07,10547.68,0,156.98
135,380118000000,1DM182814A38,2019-05-03 16:30:00,GINASIO / INVERSOR A,131.41,130.79,131.5,24.98,24.26,25.09,60.0,9698.09,1.21,-0.0,748.15,13.34,9993.07,0,159.41
136,380118000000,1DM182814A38,2019-05-03 16:45:00,GINASIO / INVERSOR A,132.14,131.57,132.12,13.53,12.9,13.56,60.02,5186.06,-0.02,-0.13,741.3,7.2,5341.55,0,160.7
137,380118000000,1DM182814A38,2019-05-03 17:00:00,GINASIO / INVERSOR A,131.45,130.92,131.47,7.1,6.61,7.05,60.02,2577.95,-0.01,-0.03,726.78,3.65,2652.55,0,161.35
